host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,Wifi,tv,Internet,Kitchen,Heating,Washer,Refrigerator,Dishwasher,Dryer,Microwave,Stove
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,99,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,3,4,165,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,95,1,1,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,90,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,1,0,0,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,2,3,3,235,1,1,0,1,1,1,1,1,1,0,1
a few days or more,0,0,0,Manhattan,Private room,1,1,1,65,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Queens,Entire home/apt,1,1,1,60,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,74,1,1,0,1,1,1,1,0,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,0,129,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,2,2,95,1,1,0,1,1,0,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,2,0,250,1,1,0,1,1,1,0,0,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,2,165,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,89,1,0,0,0,1,0,1,0,1,1,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,99,1,1,0,0,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,2,2,4,349,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,85,1,1,0,1,0,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,0,2,2,260,1,1,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,2,143,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Queens,Entire home/apt,1,1,1,99,1,1,0,1,1,1,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,0,68,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,250,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,170,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,112,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Brooklyn,Entire home/apt,2.5,3,3,250,1,1,0,1,1,1,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,73,1,0,0,1,1,0,1,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,3,249,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,0.5,2,3,225,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,100,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,2,3,4,900,1,0,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,3,259,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,67,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,145,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,2,154,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,250,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,3,3,250,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,1,0,1,1,0,1,0,1,0,1
within a few hours,0,0,0,Queens,Entire home/apt,1,1,3,149,1,1,0,0,1,0,1,0,1,1,0
within a day,0,0,0,Brooklyn,Private room,1,1,1,87,1,1,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Private room,1,1,1,58,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,6,300,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,175,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,0,1,1,75,1,0,0,1,1,0,0,0,0,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,2,250,1,1,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,65,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,165,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,94,1,0,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,2,87,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,1,81,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,2,150,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,2.5,3,3,500,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,0,130,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,4,125,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,3,250,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,0,55,1,0,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,2,3,4,350,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,95,1,0,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Bronx,Private room,1,1,1,37,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,85,1,0,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,110,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,79,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1.5,1,1,85,1,0,0,0,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,200,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Manhattan,Entire home/apt,2,3,3,250,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,78,1,0,0,1,1,0,1,0,1,1,0
within an hour,0,0,0,Manhattan,Entire home/apt,2.5,2,3,2500,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Private room,1,1,1,100,1,0,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1.5,2,2,550,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,143,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,1,1,1,1,1,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,3,205,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,95,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,165,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Bronx,Entire home/apt,1,1,2,101,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1.5,2,2,250,1,1,0,1,1,1,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,165,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,106,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,2,282,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1.5,3,5,172,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,108,1,1,0,1,0,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,175,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,130,1,1,0,1,1,1,1,0,1,1,0
within a day,0,0,0,Manhattan,Entire home/apt,1.5,1,1,450,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,75,1,1,0,1,1,1,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,23,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,105,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,68,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,142,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Queens,Shared room,1,1,2,50,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Shared room,0,1,1,90,1,1,0,1,0,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,1,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,190,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,190,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,5,298,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,96,1,0,0,1,1,1,1,0,1,1,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,145,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,0,120,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,157,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,190,1,1,0,1,1,1,1,0,1,0,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,95,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,1,0,1,1,0,1,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,185,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Queens,Private room,1,1,2,50,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,185,1,0,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Private room,1,2,2,80,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,1,1,100,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,2,1,1,181,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Staten Island,Entire home/apt,1,1,2,76,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,1,1,1,1,0,1,1,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,175,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,99,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,60,1,0,0,1,1,0,1,0,0,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,110,1,1,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,100,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,0,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,99,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,107,1,1,0,1,1,1,1,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,70,1,1,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,2,2,127,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,0,150,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,80,1,0,0,1,1,1,1,1,1,0,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,0,1,1,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,130,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,239,1,0,0,1,1,1,1,1,1,0,1
within an hour,0,0,0,Staten Island,Entire home/apt,1,1,1,75,1,0,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,3,205,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,110,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,2,2,130,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,130,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,99,1,0,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,88,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Private room,1,1,1,75,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,3,199,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,83,1,1,0,0,1,0,1,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,85,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Queens,Private room,1,1,2,55,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,185,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,79,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Queens,Private room,1,1,2,60,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,2,3,3,300,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,110,1,1,0,1,1,0,1,0,1,1,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,99,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,160,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,275,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,75,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,0,295,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,0,69,1,0,0,1,1,1,1,0,1,1,0
a few days or more,0,0,0,Brooklyn,Private room,1,1,1,57,1,1,0,0,1,0,1,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,2,2,438,1,0,0,1,1,1,1,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,0,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,279,1,1,0,1,1,1,1,1,1,0,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,146,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Bronx,Private room,1,1,1,43,1,1,0,0,1,0,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,2,90,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,85,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,139,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Queens,Entire home/apt,1,1,1,96,1,0,0,0,1,0,1,0,1,1,0
a few days or more,0,0,0,Brooklyn,Private room,1,1,1,65,1,0,0,1,1,0,1,0,0,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,2,4,4,630,1,1,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,71,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,246,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,0,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,120,1,0,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,0,250,1,1,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,122,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,2,400,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1,4,4,700,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,2,2,1,140,1,1,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,0,0,1,0,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,0,199,1,1,0,0,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,0,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,0,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,0,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,199,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,0,199,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,2,349,1,1,0,0,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,2,249,1,1,0,0,1,1,0,0,1,1,0
within an hour,0,0,0,Brooklyn,Hotel room,1,1,1,179,1,1,0,0,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,2,3,599,1,1,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,0,1,1,110,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Private room,2,2,2,66,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,140,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Brooklyn,Entire home/apt,5,7,7,4500,1,0,0,1,1,1,1,1,1,0,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,131,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,48,1,0,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,375,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,195,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,58,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Staten Island,Entire home/apt,1.5,3,4,229,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,2,130,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,0,145,1,1,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Private room,1,1,1,45,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,2,375,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,89,1,0,0,1,1,0,1,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,93,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,120,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,200,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,3,3,70,1,1,0,1,1,1,1,0,1,0,1
a few days or more,0,0,0,Manhattan,Private room,1,1,2,66,1,0,0,1,1,0,1,0,0,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,157,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,185,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,219,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,150,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,48,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,3,496,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,87,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,135,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,2,170,1,1,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,0,1,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,55,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,55,1,0,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,2,279,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,2,150,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,38,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Queens,Private room,1,1,1,119,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,79,1,0,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,32,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,2,150,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,67,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,161,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,3,6,6,900,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Queens,Entire home/apt,1,1,1,68,1,0,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,135,1,1,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,0,1,1,105,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,140,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,2,3,3,650,1,1,0,1,1,1,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,3,230,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,75,1,0,0,1,1,0,0,0,0,0,0
